date,symbol,open,high,low,close,volume,volume To
2017-12-25,BTCGBP,10798.93,11215.03,10393.9,10754.5,838.64,9055584.78
2017-12-24,BTCGBP,11404.67,11441.07,9732.77,10798.93,843.1,8968139.73
2017-12-23,BTCGBP,10799.95,12420,10451,11404.67,1678.92,19377361.39
2017-12-22,BTCGBP,11954.53,12095.78,7500,10799.95,3535.74,35680829.16
2017-12-21,BTCGBP,12521.68,13150,11301.02,11954.53,1117.97,13568009.93
2017-12-20,BTCGBP,13496,13551.2,7449.99,12521.68,1545.62,19454618.26
2017-12-19,BTCGBP,14565.8,14800,13066.61,13496,871.83,12215947.44
2017-12-18,BTCGBP,15109.41,15195.82,14001,14565.8,731.18,10625575.66
2017-12-17,BTCGBP,15282.01,15599,14200.04,15109.41,729.4,10980168.77
2017-12-16,BTCGBP,13643.46,15451.59,13409.97,15282.01,736.85,10628622.99
2017-12-15,BTCGBP,12658.85,13699,12649,13643.46,562.08,7549360.09
2017-12-14,BTCGBP,12723.81,13000,12031,12658.85,614.03,7770877.4
2017-12-13,BTCGBP,13183.01,13304.99,11901,12723.81,719.77,9237244.35
2017-12-12,BTCGBP,12750.23,13500,12500.01,13183.01,789.37,10244715.98
2017-12-11,BTCGBP,11630.98,12995,11607.04,12750.23,838.34,10613522.39
2017-12-10,BTCGBP,11630,12279.98,10200,11630.98,1096.35,12442194.77
2017-12-09,BTCGBP,12506.98,12555,9867.85,11630,1136.73,13023278.36
2017-12-08,BTCGBP,13010,13543.27,10277.14,12506.98,1608.23,19426621.57
2017-12-07,BTCGBP,10787.73,14598.99,10066.4,13010,2231.83,26803104.76
2017-12-06,BTCGBP,8956.32,11022.46,8942.97,10787.73,1370.24,13622406.32
2017-12-05,BTCGBP,8852.41,8980,8767,8956.32,533.81,4737759.13
2017-12-04,BTCGBP,8573.14,8852.41,8312,8852.41,536.09,4632923.07
2017-12-03,BTCGBP,8315.96,9049.72,8095,8573.14,837.64,7247800.19
2017-12-02,BTCGBP,8269.18,8452.64,8140,8315.96,519.77,4329835.57
2017-12-01,BTCGBP,7502.65,8304.5,7209.31,8269.18,931.35,7287557.97
2017-11-30,BTCGBP,7509.41,8204.11,6900.19,7502.65,986.82,7277263.84
2017-11-29,BTCGBP,7518.02,8679.63,6400,7509.41,1417.68,11237087.99
2017-11-28,BTCGBP,7388.82,7594.06,7340.01,7518.02,647.37,4867046.67
2017-11-27,BTCGBP,7123.34,7414.9,7107.71,7388.82,694.64,5081999.28
2017-11-26,BTCGBP,6615,7200,6612.34,7123.34,653.42,4559108.85
2017-11-25,BTCGBP,6381.01,6657.71,6255,6615,344.45,2244582.28
2017-11-24,BTCGBP,6095.72,6397,6000.8,6381.01,278.97,1743778.15
2017-11-23,BTCGBP,6247.41,6268.49,6095.72,6095.72,272.11,1687399.36
2017-11-22,BTCGBP,6185.47,6329.93,6110.01,6247.41,289.87,1811261.48
2017-11-21,BTCGBP,6299.09,6378.1,5927.18,6185.47,377.87,2352626.18
2017-11-20,BTCGBP,6127.91,6328.08,6090,6299.09,366.91,2286658.39
